FileName,SettlingTime_s,PeakTime_s,PercentOvershoot,SteadyStateError_rad
velPID_1.0.0_posPID_1.0.0.mat,1.899,1.748,2.44080972671509,4.88758087158203e-05
velPID_1.01.0_posPID_1.0.0.mat,2.005,1.842,2.88015675544739,0.000815866224002093
velPID_10.0.0_posPID_1.0.0.mat,2.073,1.808,3.24548697471619,4.50611114501953e-05
velPID_20.0.0_posPID_1.0.0.mat,2.478,1.75,3.39190030097961,0.00157904194202274
