FileName,RMSE,MeanAbsoluteError,MaxError
1rad.s_5deg_withRff,0.0438248552381992,0.0126343686133623,0.36917632818222
1rad.s_35deg_withRff,0.0349650382995605,0.0128622306510806,0.23721082508564
1rad.s_65deg_withRff,0.0327443405985832,0.0104815661907196,0.23663292825222
1rad.s_95deg_withRff,0.0508542992174625,0.0237805638462305,0.230097100138664
1rad.s_5deg_withoutRff,0.0550255291163921,0.0143517255783081,0.499999403953552
1rad.s_35deg_withoutRff,0.0915485918521881,0.0462182424962521,0.505287885665894
1rad.s_65deg_withoutRff,0.154948011040688,0.084825836122036,0.769902884960175
1rad.s_95deg_withoutRff,0.191426515579224,0.10544028878212,0.846601963043213
