FileName,RMSE,MeanAbsoluteError,MaxError
1rad.s_180deg_withRff,0.0514884777367115,0.0244845505803823,0.318331897258759
2rad.s_180deg_withRff,0.0712948590517044,0.0341795310378075,0.312621116638184
3rad.s_180deg_withRff,0.0888927355408669,0.0433009266853333,0.367484092712402
4rad.s_180deg_withRff,0.0909280255436897,0.0448796637356281,0.34311854839325
1rad.s_180deg_withoutRff,0.242060318589211,0.14373604953289,0.769902884960175
2rad.s_180deg_withoutRff,0.346085071563721,0.166471391916275,1.46310675144196
3rad.s_180deg_withoutRff,0.383680790662766,0.153626039624214,2.0796115398407
4rad.s_180deg_withoutRff,0.432023018598557,0.18577741086483,2.18847942352295
